epoch,train_loss,val_loss,lr,best_model_is_updated,val_residual_p16_deg,val_residual_p50_deg,val_residual_p84_deg,val_W_deg,val_kappa_p16,val_kappa_p50,val_kappa_p84,val_kappa_W
0,,0.9293255507396416,0.0009832202922552824,True,-8.75931167602539,19.353519439697266,48.020843505859375,28.390077590942383,1.8975586891174316,2.671419143676758,3.833120346069336,0.9677808284759521
1,1.0859299163322818,0.3075922743574048,0.0009496610146015882,True,-15.07785701751709,-2.255516290664673,13.582484245300293,14.330170631408691,4.61545991897583,6.661253452301025,9.380402565002441,2.3824713230133057
2,0.2712367696600852,-0.04363465949777277,0.0009161016787402332,True,-10.006959915161133,-0.11655718088150024,11.324689865112305,10.665824890136719,10.196953773498535,15.40516185760498,21.79826545715332,5.800655841827393
3,0.020095917962332514,-0.2951906351252483,0.000882542401086539,True,-2.714693546295166,4.685554027557373,12.412643432617188,7.563668251037598,13.182571411132812,34.579227447509766,55.28475570678711,21.05109214782715
4,-0.1631069599656298,-0.5565896453510223,0.000848983065225184,True,-8.358631134033203,-1.5376121997833252,5.127802848815918,6.7432169914245605,12.823052406311035,53.69432067871094,78.33605194091797,32.756500244140625
5,-0.4463371842823607,-0.7470903461310305,0.0008154237293638289,True,-4.797423839569092,0.40681973099708557,5.543021202087402,5.170222282409668,19.621973037719727,81.81511688232422,101.61251831054688,40.99527359008789
6,-0.67806335505203,-0.7289980913233387,0.0007818643935024738,False,-7.319884300231934,-2.2063629627227783,2.3283941745758057,4.82413911819458,20.74223518371582,83.80355072021484,96.79460906982422,38.026187896728516
7,-0.749703774588069,-0.8082016678450872,0.0007483050576411188,True,-5.129528045654297,-0.23575080931186676,4.292670726776123,4.711099624633789,20.122928619384766,88.6052017211914,99.96957397460938,39.92332458496094
8,-0.7933250876808858,-0.8288458137156631,0.0007147457799874246,True,-3.727548599243164,0.3391530513763428,5.246737957000732,4.487143516540527,22.80710792541504,90.42198181152344,99.69353485107422,38.443214416503906
9,-0.8144298457598987,-0.8342924340963792,0.0006811864441260695,True,-5.4462385177612305,-0.9495055675506592,3.2260446548461914,4.336141586303711,23.069820404052734,92.5145263671875,100.86858367919922,38.899383544921875
10,-0.8423179570945919,-0.8506376716337503,0.0006476271082647145,True,-3.3096914291381836,0.3176550269126892,5.3781208992004395,4.343906402587891,25.617006301879883,94.24529266357422,101.21568298339844,37.799339294433594
11,-0.8500913406028623,-0.8419255717938846,0.0006140677724033594,False,-2.889183282852173,1.149930715560913,5.516844749450684,4.203013896942139,29.401016235351562,93.88766479492188,100.12557983398438,35.362281799316406
12,-0.8719143627254057,-0.8758845779334246,0.0005805084947496653,True,-3.7501795291900635,0.65879225730896,4.238168239593506,3.994174003601074,25.606273651123047,95.23516845703125,100.98623657226562,37.689979553222656
13,-0.8867248573653327,-0.8879384273655618,0.0005469491588883102,True,-4.289371490478516,-0.4990341067314148,3.5346481800079346,3.9120097160339355,26.8341007232666,94.89717864990234,100.4159164428711,36.79090881347656
14,-0.8911701877252355,-0.8572714095166112,0.0005133898230269551,False,-4.97257661819458,-0.9721817970275879,3.7486610412597656,4.360618591308594,27.976408004760742,97.33142852783203,103.41273498535156,37.718162536621094
15,-0.9037740472378041,-0.8756768735775513,0.0004798305162694305,False,-4.475582122802734,-0.007444906514137983,4.106637001037598,4.291109561920166,28.605302810668945,96.6168441772461,101.35845184326172,36.3765754699707
16,-0.9120894064222179,-0.9097124855011163,0.00044627118040807545,True,-4.006863594055176,-0.233694925904274,3.4406332969665527,3.7237484455108643,28.12761878967285,95.59669494628906,100.26703643798828,36.06970977783203
17,-0.9226603269084842,-0.9087785825598381,0.00041271187365055084,False,-4.178378582000732,-0.5023536086082458,3.287104368209839,3.732741355895996,30.82813835144043,95.42135620117188,99.40711975097656,34.28948974609375
18,-0.9311508825916864,-0.9074222890897016,0.0003791525377891958,False,-4.1513352394104,-0.2780638337135315,3.4177043437957764,3.784519672393799,33.16349792480469,98.40357208251953,102.57938385009766,34.707942962646484
19,-0.9379920944325149,-0.9216138318628462,0.00034559323103167117,True,-3.7228617668151855,-0.3379201889038086,3.562516212463379,3.6426889896392822,34.49577713012695,98.53195190429688,102.2928695678711,33.89854431152344
20,-0.9476073776034181,-0.9181454033776674,0.0003120338951703161,False,-4.216533660888672,-0.3269065320491791,3.007532835006714,3.6120333671569824,34.345909118652344,96.4387435913086,100.2772445678711,32.965667724609375
21,-0.951858938792769,-0.9189953459904278,0.0002784745884127915,False,-3.144078254699707,0.2037513703107834,4.279336452484131,3.711707353591919,33.943668365478516,96.03495788574219,99.71243286132812,32.88438415527344
22,-0.9617873740687481,-0.9166701420487517,0.0002449152525514364,False,-3.198255777359009,-0.11974004656076431,4.1439208984375,3.671088218688965,38.34967041015625,98.10459899902344,101.64569854736328,31.648014068603516
23,-0.9706028807107575,-0.9175175424416074,0.00021135593124199659,False,-3.766603946685791,0.13694529235363007,3.6824352741241455,3.724519729614258,38.188629150390625,97.31483459472656,100.90039825439453,31.355884552001953
24,-0.9772348327694923,-0.9105544704446117,0.00017779660993255675,False,-2.7287092208862305,1.0598746538162231,4.368803024291992,3.5487561225891113,42.607635498046875,97.76103210449219,101.3014144897461,29.34688949584961
