epoch,train_loss,val_loss
0,,0.14169691850294705
1,0.36063529831387314,0.12149701524282248
2,0.12222824578117011,0.10947702484441409
3,0.11231527897224994,0.10915072944625946
4,0.10438559093215118,0.10126779120290953
5,0.1007776467477868,0.10128644413303284
6,0.09762615303393676,0.10033027516102597
7,0.09530919078578806,0.10057691965707781
8,0.09321192761407976,0.09522735893626574
9,0.09125030883804852,0.09427450417045248
10,0.08997683294034922,0.09188029178274842
11,0.08869722214234403,0.09143974566710371
12,0.08694797471444209,0.09182590682342312
13,0.08614166988328852,0.0913016478275936
14,0.08428798430095098,0.0934596744929253
15,0.08328003190354147,0.09045672235472639
16,0.08274336832613229,0.09031427654743757
17,0.08163010832015778,0.09227483480729586
18,0.08028581729838387,0.09116606146010657
19,0.07880757412401056,0.08999658735938931
20,0.07744873610229819,0.08998004017839367
21,0.07607854652754767,0.09072234482991853
22,0.07397823311169222,0.09078409956682355
23,0.07238778319030097,0.09146086211884141
24,0.07058889145375848,0.08972575368485083
25,0.068237226798624,0.09028539668828914
26,0.06553913669501678,0.09089001968853479
27,0.06318814651182837,0.09161884806507475
28,0.06004514834505106,0.09337764287679069
29,0.05693820279103281,0.09284637770305236
